gene,mean_vcm3,mean_rest,log2fc,pval,fdr
OPTN,0.25770977,0.26043397,-0.015170336,0.6525163966323995,0.8914968447946952
NDUFS2,0.31266046,0.32190293,-0.042028785,0.6526287825240182,0.8915205645952735
IKBKB,0.10905162,0.109147824,-0.0012722015,0.6530059572391519,0.8919059383924476
MAFG,0.0886011,0.08353804,0.084890366,0.6532482950811135,0.8921070603276575
DCP1A,0.37154332,0.38147858,-0.038071513,0.6534057093596324,0.8921921649268041
PPIB,0.14030606,0.14408839,-0.03837657,0.6534256995782968,0.8920896265197295
FGFR1OP2,0.18967675,0.18876745,0.0069327354,0.653620617243567,0.8922259029505524
WTAP,0.33140355,0.32409775,0.032160044,0.6536656015999408,0.8921575027946821
PLOD1,0.047835995,0.050046563,-0.06517267,0.6537130864525021,0.8920925348505273
TRIP10,0.14159526,0.13198909,0.101353645,0.6537405783237533,0.8920003062585011
HNRNPK,0.24493052,0.25580034,-0.062645435,0.6537555740879477,0.8918910565789044
RPUSD3,0.057101943,0.05841432,-0.0327816,0.6540480194255919,0.8921602963435451
EIF1AX,0.1537274,0.15247972,0.011756659,0.654213012027151,0.8922556300099913
VPS53,0.3993059,0.4063893,-0.025367856,0.6543380176714719,0.8922964072374636
CDC16,0.22421554,0.2263683,-0.013785601,0.654440529533813,0.892306503137078
EEPD1,0.12994975,0.14284724,-0.13651824,0.6544905376852251,0.89224501955286
NVL,0.23692694,0.23263943,0.026346445,0.6548856565736052,0.8926539633842168
MRPL13,0.08770613,0.1007297,-0.19973731,0.6549006629941986,0.8925447443654229
ENSG00000278996,0.20631622,0.22409612,-0.119259834,0.6550482335543699,0.8926161985776468
HSCB,0.092712365,0.09690454,-0.063801765,0.6552158300207809,0.8927149168247119
TSG101,0.19153634,0.19382294,-0.017121077,0.6552758688015439,0.8926670830689829
SNX30,0.11415652,0.11794137,-0.047056198,0.6553234010833633,0.8926022283629667
LINC00578,0.051246516,0.045514744,0.17111635,0.6554585004554548,0.8926566484646651
PDCD10,0.22599915,0.21634226,0.06300163,0.6555260543702461,0.8926190772281059
ATP6V0B,0.08685555,0.08876014,-0.03129363,0.6556411527163377,0.8926462479733972
DGCR2,0.23971795,0.2413574,-0.009833097,0.6560240386527025,0.893037946987762
PREB,0.053689335,0.051822208,0.051064014,0.6560465641707263,0.8929390490424712
C6orf136,0.11040341,0.11730891,-0.08752704,0.6561717116324491,0.8929798373274787
MTRF1L,0.14026617,0.1440438,-0.03834033,0.6563819810912022,0.8931364389554255
ARMC2,0.37982705,0.40785885,-0.10272694,0.6563970013801035,0.8930273588961907
NPTXR,0.0517344,0.051736943,-7.104874e-05,0.6564896295637752,0.8930238806100245
CYB5D2,0.10544838,0.10951213,-0.05455327,0.6564971401884843,0.8929046345677529
ABHD13,0.06591836,0.065735206,0.0040142536,0.6565972851680006,0.892911397223682
CCS,0.2202569,0.22863118,-0.053834915,0.656689924766954,0.8929079527773278
ASMTL,0.07569635,0.07831,-0.04897213,0.6567149634024012,0.8928126049328109
NFE2L3,0.24691409,0.24819143,-0.0074441433,0.6568326501521938,0.8928432227945352
BROX,0.07717301,0.0776062,-0.008075476,0.6569353200138028,0.8928534220439661
MBTPS1,0.49473646,0.50839794,-0.03929782,0.6570555271055083,0.8928874500729835
ENSG00000247228,0.19772474,0.19841348,-0.0050165653,0.6570905891789613,0.8928057795332389
METTL8,0.09342699,0.09672889,-0.050107002,0.6577844724799441,0.8936191602674248
SLC1A4,0.06089238,0.05906513,0.043954372,0.6579022364782177,0.8936497441202603
ZBTB5,0.07608275,0.0746762,0.026920557,0.6579949502794469,0.8936462975567127
RANGAP1,0.09297525,0.08574472,0.116797686,0.6580200089666077,0.8935509804783202
NUDT6,0.052944425,0.061980337,-0.22732782,0.6581778875300721,0.8936360261660111
MGRN1,0.31144267,0.31014106,0.0060420036,0.6581904182278006,0.8935237308368145
ELP3,0.20344281,0.22040848,-0.115556,0.6583533260346248,0.8936155822998915
PAXBP1,0.34467363,0.35696942,-0.050569296,0.6586842041047116,0.893935368567974
ANKRD28,0.39714107,0.3994137,-0.008232236,0.6590477456832144,0.8942993853051661
WDR5B-DT,0.17558329,0.17554861,0.0002849102,0.6590678054956969,0.89419727420978
LRPAP1,0.17788702,0.17614937,0.014161825,0.6592282928238286,0.8942856916242278
CWC15,0.06261991,0.06778688,-0.114382744,0.6593135580991096,0.8942720546603797
NDUFB2,0.1917549,0.20499524,-0.09632635,0.6593185738414198,0.8941495894449553
EWSR1,0.29083183,0.28208876,0.044035792,0.6595944632543236,0.894394457906065
RRM1,0.056696568,0.06221623,-0.134027,0.659837785977782,0.8945951023184321
NDUFAF8,0.10894754,0.110297576,-0.01776743,0.6602040921435369,0.8949624031918312
ERI3,0.20280083,0.21487142,-0.083409786,0.6602944267329018,0.8949555492065999
EPB41L2,0.03806286,0.053852443,-0.500617,0.6604449953837583,0.8950303259700161
CXorf38,0.17254189,0.16164115,0.0941515,0.660550401619638,0.8950438861922939
CUEDC1,0.34467933,0.35473025,-0.041467547,0.6605980876055497,0.8949792430202552
MDH1,1.024562,1.028103,-0.004977502,0.6606081269360827,0.8948636221360566
GLIPR1L1,0.13939244,0.14879705,-0.09419298,0.6607888453282105,0.8949792041098991
MRPL14,0.0672603,0.062393595,0.10835576,0.6608867427165417,0.8949825952896353
PCF11,0.24301514,0.2462977,-0.019356728,0.6609495005043957,0.8949384057919239
ENSG00000258380,0.08635978,0.09332759,-0.11194277,0.6611352775255193,0.8950607754320955
SPG21,0.076900035,0.07299417,0.07520199,0.6612432386279102,0.8950777759063705
MTHFSD,0.058840696,0.062194064,-0.0799613,0.6613989158778846,0.8951593521013147
CPSF7,0.20242526,0.20108674,0.009571314,0.6614717376832221,0.8951287816160378
BAHCC1,0.05117152,0.05796374,-0.17980623,0.6616952452906608,0.8953021043145342
ZNF429,0.13582483,0.14275557,-0.07179928,0.6617806381801474,0.8952885288256875
RRP15,0.14786644,0.14646798,0.013709307,0.6624413258645172,0.8960531313813292
COL10A1,0.15510817,0.1657164,-0.0954411,0.6626272701744644,0.8961754430988648
GHITM,0.11790934,0.12539132,-0.08875871,0.662898685677427,0.8964132990812368
TTC23,0.28021863,0.27048633,0.050997138,0.6630394370707052,0.8964744197430979
PPP3CB,0.5603946,0.5458859,0.037843466,0.6630746267780929,0.896392816776955
FZD6,0.11476837,0.11682687,-0.025646687,0.6632355034790061,0.8964811257225234
ENSG00000273448,0.10095245,0.104123436,-0.044618607,0.6634441635812404,0.8966339877152402
ZC3H15,0.18749952,0.1791302,0.065877914,0.663562332085151,0.896664525366972
COG5,1.0957462,1.0890523,0.008840352,0.6636377631657558,0.8966373119270049
DAZAP1,0.18088342,0.18200627,-0.0089280605,0.6636478209007585,0.8965217934760138
NUDT16,0.06694026,0.062932745,0.089061975,0.6637056540530739,0.8964708388030435
SLC30A6,0.3716226,0.36615172,0.021396637,0.6637358286670032,0.8963825456389556
SGTA,0.10608155,0.10803551,-0.026331663,0.6637584599853147,0.8962840920527091
HSPA9,0.32498643,0.31494823,0.0452646,0.6637660038262463,0.8961652968625474
BPNT1,0.07654965,0.08360441,-0.12718177,0.6637760623338342,0.896049930477127
C12orf76,0.062669605,0.06403948,-0.031195164,0.6637886355535153,0.8959379914779284
MRPL51,0.06216114,0.067499846,-0.11886954,0.6638691064008857,0.8959177152262816
L3MBTL2-AS1,0.06629176,0.062495977,0.08506465,0.6638892247184565,0.8958160083861008
SMARCA4,0.16315329,0.1681657,-0.043655157,0.6640049097455801,0.8958432647732287
POLR2K,0.048280314,0.051175326,-0.084011555,0.6643645904146246,0.8961996530941779
GNAL,0.04790725,0.051374126,-0.100795746,0.664593518371595,0.8963795844396641
ZNF786,0.049678486,0.054854292,-0.14298058,0.6649533255157891,0.8967359637759283
ANO10,0.17916419,0.17360401,0.04548168,0.665079150427817,0.8967767446556163
TECPR1,0.08876957,0.086286984,0.040921926,0.6652326695964437,0.896854850719045
MBTD1,0.44075656,0.46328533,-0.071918726,0.6652704223621166,0.8967768825576694
RNF13,0.5139986,0.51824504,-0.011869848,0.6658066031858549,0.8973707155709943
MCM9,0.28173414,0.28439164,-0.013544679,0.6660306918172294,0.8975438021587541
ENSG00000251139,0.06504423,0.06249988,0.05756688,0.6661364518657291,0.8975574021835804
PRDM4,0.053174425,0.053016875,0.004280567,0.6661591155970503,0.8974590497604145
ANKFN1,0.07609593,0.07167461,0.086355925,0.6665696336891413,0.8978831734776058
FAM227A,0.12309211,0.119118355,0.047342062,0.6668089387765419,0.8980765810510358
ATF7IP2,0.72051364,0.7154957,0.0100826025,0.6672800909876386,0.898582146353671
MRPL58,0.050293073,0.050309636,-0.0004749298,0.6673178896326579,0.8985040815920776
CCDC126,0.14750467,0.14756969,-0.00063586235,0.667443891212512,0.8985447822292708
FRMD5,0.7405399,0.745042,-0.008744299,0.667539658684571,0.8985447744302217
MARK4,0.22329125,0.21561238,0.050486565,0.6676177887906531,0.8985210291828875
ALDH1L1-AS2,0.048276782,0.05650869,-0.22713852,0.6676530745356752,0.8984396364448802
EVA1C,0.48583126,0.5028147,-0.049571455,0.6676757586168958,0.8983413118232778
GNPDA2,0.13483159,0.14551748,-0.110033035,0.6677160866220777,0.8982667514609024
VRK2,0.39263725,0.40722367,-0.052624226,0.6679555539110507,0.898460072658563
SLC28A2,0.07156216,0.077224046,-0.1098516,0.667958074799187,0.8983346699779203
P4HB,0.15128666,0.1562187,-0.046281815,0.6679908466858077,0.8982499818842263
ENSG00000233848,0.10177432,0.09482807,0.10198665,0.6679933676263814,0.8981246453239768
GSS,0.096429415,0.09123355,0.079907894,0.6680689975850658,0.8980976264999408
PSMD2,0.09860651,0.095874265,0.040539026,0.6683866802057231,0.898395964712048
PPWD1,0.26020363,0.2515969,0.048526764,0.6684245035229177,0.8983181051499806
ACE2,0.09403994,0.08305358,0.17922926,0.6687119882360547,0.8985757481567839
PRPF8,0.254317,0.25527608,-0.00543046,0.6687472967265218,0.8984945063566128
EIF4G1,0.099454716,0.09982667,-0.0053856373,0.6688734044584456,0.8985352635494182
NUCB1-AS1,0.05713215,0.060631186,-0.085755825,0.6688961048423807,0.8984371160531448
NRG4,0.05282655,0.05186312,0.02655363,0.6689188055289723,0.8983389970616688
TRNAU1AP,0.16776165,0.16445006,0.028763294,0.6689389841711209,0.8982375196069065
CNOT6L,0.20221306,0.2143921,-0.08437514,0.6689995215321698,0.8981902562986286
RCOR1,0.2623259,0.27405295,-0.06309402,0.6692744891185063,0.8984308566189477
USP19,0.05100423,0.051481463,-0.013435841,0.6693249467028836,0.8983700500667317
HUS1,0.1320583,0.1368719,-0.051651,0.6693880207827461,0.8983261923878878
ZC3H13,0.24042094,0.24881239,-0.04949546,0.6693905437944547,0.8982010986669872
TMEM131,0.6644431,0.6584066,0.013166785,0.6694561434086204,0.8981606660173997
FOXK1,0.38010746,0.38009772,3.707409e-05,0.6695772570145602,0.8981947133701177
USP8,0.34932226,0.37648937,-0.10805023,0.6698043681857025,0.8983709195594369
FAN1,0.17417482,0.18668604,-0.10007739,0.6698396993042427,0.8982898883465416
PPP2R3B,0.36598387,0.3676564,-0.006578088,0.6699179350949478,0.898266409469887
UBE2R2,0.7581448,0.75437045,0.007200241,0.6700466533810414,0.898310617608021
EDARADD,0.08693658,0.07977486,0.12402749,0.6701602363859156,0.8983345246138963
CRBN,0.23675154,0.24729505,-0.0628593,0.6702107201422096,0.8982738537677443
POMT1,0.12032527,0.12394025,-0.04270482,0.6702435353825247,0.8981895227765814
RDH13,0.21724898,0.22029662,-0.020097971,0.6702763512520731,0.8981052167162168
ENSG00000227197,0.06486041,0.065829456,-0.02139473,0.6704328663617639,0.8981866560339953
TTC5,0.050854936,0.05963683,-0.22981167,0.6706903900847194,0.8984033751820157
SEC61A1,0.12427119,0.116274014,0.095962524,0.6706954399563332,0.8982177742731166
LPXN,0.1387047,0.14572267,-0.071208,0.6706954399563332,0.8982177742731166
BLOC1S5-TXNDC5,0.051674206,0.05289442,-0.033670425,0.6713065841578038,0.8988437808717732
CRPPA,0.44670093,0.46234232,-0.04965198,0.6714606672287149,0.898921800790497
ECSIT,0.23479703,0.23440832,0.0023903847,0.6714682454409932,0.8987395789610383
ENSG00000250043,0.10914688,0.110533476,-0.018212557,0.6714682454409932,0.8987395789610383
FARSA,0.06572173,0.06351997,0.049159527,0.6715288723416014,0.8986284239493516
ARHGEF9,0.49137792,0.48177126,0.028484583,0.67159455389583,0.8985881495508667
STX8,0.49181816,0.49574474,-0.011472464,0.6716071852514887,0.8984769160173202
ENSG00000227486,0.061396383,0.06466944,-0.07492924,0.671700660165722,0.8984738513936134
TRA2B,0.36770993,0.37301514,-0.020665884,0.671713292300356,0.8983626669083308
RERE,1.5628866,1.5550821,0.0072223544,0.6717259245277104,0.8982515142415877
YTHDC1,0.27874967,0.30045432,-0.10817516,0.6717486627705942,0.898153905388872
ACP1,0.13872819,0.13898562,-0.002674818,0.6717562422516421,0.8980360593908386
BLTP3A,0.40037706,0.4045022,-0.01478827,0.671796666714225,0.8979621494675679
PLEKHJ1,0.11747232,0.113335535,0.051720142,0.6719078388805823,0.897982812589405
SNRPA,0.06543857,0.06721831,-0.0387125,0.6719583740560191,0.8979224420158911
SCO1,0.08831083,0.08474024,0.059542418,0.6724031475056775,0.8983888251065603
MRPL2,0.06634004,0.06731457,-0.02103877,0.6725472180423129,0.8984533674601992
MTMR2,0.17135236,0.1744244,-0.02563548,0.6725598563823456,0.8983423366428198
CSTPP1,0.33447534,0.34013468,-0.024206161,0.6726230494701276,0.8982988541108523
CNTN5,0.12190035,0.12624884,-0.050567627,0.6727266911398215,0.8983093959968411
AK6,0.07372404,0.07207218,0.032692194,0.6728556199428186,0.898353696642027
COA4,0.053909708,0.053583816,0.008747578,0.6729567473023597,0.898360871256508
ANAPC5,0.25337732,0.25557736,-0.01247263,0.6730022565438584,0.8982938072121894
SDF2,0.068079196,0.069226675,-0.024113655,0.673184305483833,0.8984089835063045
IRF3,0.058046933,0.061379705,-0.08054066,0.6732222347571846,0.8983318171656813
ENSG00000225752,0.07702004,0.077200755,-0.0033810139,0.6735408734585144,0.8986291915227222
FUCA2,0.14459305,0.14872693,-0.040667534,0.6737609200953334,0.898794959808676
MAML1,0.1522664,0.15837865,-0.05677986,0.6738190980109457,0.8987447792918245
SNRNP48,0.19899611,0.1930645,0.043657064,0.6741327864656641,0.8990353663995537
TBPL1,0.17135492,0.17460126,-0.027076244,0.6742770009767749,0.8990998895912595
URM1,0.12826332,0.12518573,0.03503847,0.6743276053961834,0.8990395898574666
SET,0.083937526,0.083354935,0.010048151,0.674342787009292,0.898932086916905
GUCY2C-AS1,0.29562595,0.30356634,-0.038238764,0.6745022019506609,0.8990168573236398
ELOB,0.061495014,0.06734453,-0.13108921,0.6745755883428595,0.898986955942146
FBXO36,0.057738543,0.060686514,-0.07183981,0.6748134827505436,0.8991762668890215
DCUN1D5,0.08802693,0.096478924,-0.13226748,0.6748868822672087,0.8991463688484738
SDHAF4,0.052994143,0.06316936,-0.2533877,0.6750412844480229,0.8992243831735555
FDX1,0.138153,0.14756824,-0.09511471,0.6750792542929334,0.8991472975264481
SHQ1,0.19340912,0.19599071,-0.019129276,0.6751070993714847,0.8990567503624229
NBN,0.17547809,0.19762737,-0.17149091,0.6753197491789358,0.8992123029799568
AK1,0.057994563,0.06470191,-0.1578877,0.67640618600372,0.9005311248881653
MOSPD2,0.052784476,0.055509496,-0.07261944,0.6764695189767044,0.9004876599091147
NIT1,0.123060554,0.12697276,-0.04515028,0.6768267597875528,0.9008353894633027
ZNF260,0.16132902,0.16051811,0.0072698593,0.6769433221728525,0.900862730301518
SLCO5A1,0.40266985,0.4098218,-0.025399208,0.6769838674252882,0.9007889156409096
RPF2,0.10350294,0.10667666,-0.043572426,0.677115645960299,0.9008364989222243
DSP-AS1,0.07606846,0.07583097,0.004511118,0.6774223227280689,0.9011167208045856
METTL6,0.13281786,0.13755943,-0.050605297,0.6776175085162326,0.9012485773886156
MFSD1,0.10497851,0.11232343,-0.09756398,0.6777442641254519,0.9012893956094953
CASK,0.31139553,0.3097574,0.0076093674,0.6777569401881911,0.9011785165597519
PRKCH,0.070699885,0.07834901,-0.14820528,0.6777670811040659,0.9010642985572263
RRP36,0.13327165,0.12596126,0.08138919,0.6778406044900933,0.9010343654471601
IGHMBP2,0.058990132,0.06205932,-0.073173046,0.6779141309442953,0.9010044448957896
ALG13,0.18826313,0.19313811,-0.036882162,0.677997802709762,0.9009880148757771
CHD8,0.20695373,0.21482386,-0.053845644,0.6784669452076569,0.9014837671630416
ARL3,0.11049271,0.1182666,-0.09809065,0.6788296651000374,0.9018379946146348
DCXR,0.12338118,0.12213592,0.014634609,0.6788880116108162,0.9017878132426275
MAP2K7,0.08874165,0.086659655,0.034250498,0.6793015659240649,0.9022094127264407
TRAM1,0.106378004,0.11660511,-0.13242984,0.6794335176791724,0.9022569374191076
PELP1,0.055343416,0.05927179,-0.098932266,0.6794385929428497,0.9021359862708486
GRAMD4,0.26427862,0.27367508,-0.05040419,0.6794411305801369,0.9020117004532113
RCHY1,0.23214869,0.24792434,-0.09485054,0.6794715825108979,0.9019245029877256
TOR1AIP1,0.20853737,0.21528868,-0.045966387,0.6797228308918706,0.9021303719659823
KMT2D,0.11130682,0.112080716,-0.009995937,0.6798116645895855,0.9021206558952605
DMTF1,0.35248655,0.35281745,-0.0013537407,0.6798294318625748,0.9020166496584184
DESI1,0.081644334,0.08237349,-0.012827158,0.6798649669419304,0.9019362443225667
MARCHF9,0.05936683,0.059054047,0.0076208115,0.6800731152561805,0.902084825015338
ENSG00000225450,0.0847854,0.081847794,0.05087185,0.6800807309008151,0.9019674042000915
ZNF606,0.12448846,0.12647457,-0.022835016,0.6806443791163066,0.9025873589921115
WASHC5,0.11385829,0.12208123,-0.1006012,0.6808069054412418,0.9026752949194079
CHST12,0.08979678,0.10317072,-0.20029593,0.680832301518614,0.9025814120174701
BCL2L14,0.19184004,0.19741544,-0.041330814,0.6810227836310709,0.9027063797720694
HERC3,0.22051263,0.2380922,-0.110658646,0.6811142222716428,0.902700047090345
LRRC4C,0.056355283,0.05854913,-0.055095673,0.6813758642609065,0.9029192596745514
GTF3C2,0.14195062,0.14493361,-0.030002832,0.6814851047838841,0.9029364853950573
PRR14L,0.2854657,0.28011215,0.027312636,0.6815333759797478,0.9028729360974294
GRB10,0.20365901,0.21122825,-0.052646875,0.6815689450635958,0.902792579780694
ZNF571,0.11465348,0.115219116,-0.007099867,0.6819475455796657,0.9031665545776996
NSA2,0.08459485,0.08699633,-0.040384293,0.6827990538259098,0.9041666510931101
PPP1R13L,0.42793444,0.4440526,-0.053340673,0.6829744892986573,0.9042713320067743
TYK2,0.08762928,0.091042206,-0.05512166,0.6830533137102395,0.9042480865287804
RSL24D1,0.048155665,0.052804727,-0.13295889,0.6832999801592183,0.9044470109838864
ANK2-AS1,0.67026454,0.68051857,-0.021903872,0.6833076095576611,0.9043295236098148
ZNF667,0.059359297,0.06272099,-0.07947302,0.683386448568692,0.9043062990791916
COPB1,0.19679493,0.19341736,0.024975777,0.6834017081309613,0.9041989600457876
RBBP4,0.27620032,0.28793266,-0.060016274,0.6834830946473684,0.904179130567063
TRRAP,0.44279787,0.45194897,-0.02951157,0.6835441369485507,0.9041323971311578
TFDP1,0.06501877,0.076368384,-0.23211575,0.6836585968386395,0.904156323025108
GSTM3,0.056416698,0.05729099,-0.022185802,0.6837196450862322,0.9041096138405963
ODC1,0.06576449,0.062861115,0.06513977,0.6838290283671522,0.9041268241460854
ACO1,0.18846698,0.20960805,-0.15338159,0.6839867554756588,0.9042079385476441
ZFP64,0.13578355,0.156542,-0.20523977,0.6840198290375836,0.9041242654311933
SPATA1,0.22232549,0.22485124,-0.016297579,0.6840503590173577,0.9040372543035426
TANGO6,0.23668167,0.2432409,-0.039437532,0.6841292305219575,0.9040141465854936
ETV5,0.044471312,0.050013535,-0.1694398,0.6842946174434055,0.9041053514792325
WARS2-AS1,0.30943334,0.32316187,-0.06262815,0.6843327858066348,0.9040284703517105
WDTC1,0.21796767,0.22518583,-0.0470016,0.6844193037482138,0.9040154734289373
RFNG,0.11501202,0.11298838,0.02560997,0.6846508868477093,0.9041940625570394
APMAP,0.05176393,0.05173525,0.0007996559,0.6849104987488406,0.9044096128447041
LINC02982,0.064010255,0.073252104,-0.19456434,0.6850555922018678,0.9044739045930094
ECHS1,0.0780829,0.08819049,-0.17561436,0.6850606834112468,0.9043533603157897
UPK1B,0.06757205,0.06252747,0.11193466,0.6852592517327891,0.9044882245015514
GIT1,0.056769572,0.05498791,0.046002865,0.6853483599714572,0.9044785923832059
ENSG00000268081,0.086778305,0.08288356,0.0662477,0.6854094652936689,0.9044320117278764
GGA3,0.10023253,0.09407721,0.09143257,0.6855978863236067,0.9045534199814482
PPP1CB-DT,0.06755813,0.07139323,-0.0796566,0.6856819182229451,0.9045370861596838
CACNA1A,0.053036787,0.05241607,0.016983986,0.6860944948265588,0.9049541052246274
SMARCC2,0.16860639,0.1738759,-0.044398546,0.6861683610108783,0.9049243130452713
PRNP,0.13248684,0.14634636,-0.14353704,0.6861709081741625,0.904800486365424
PNKD,0.17131166,0.1696662,0.013923883,0.6863721453371441,0.9049386547994781
SUGP2,0.27911115,0.26749614,0.061321378,0.6863848826148202,0.9048282940413437
CCNB1IP1,0.4509916,0.45989805,-0.028213501,0.6864816888358394,0.9048287727813774
LGMN,0.20079362,0.19128525,0.069987535,0.6866931518872192,0.9049803555282893
TPST1,0.17036538,0.18207996,-0.0959394,0.6868027146788194,0.9049976220669499
RTF1,0.23796983,0.23134734,0.04071808,0.6869505074720228,0.9050652522261646
NUDT19,0.06713619,0.07202804,-0.10146642,0.6869632487903945,0.9049549564941703
NFE2L2,0.76085734,0.7575303,0.0063224435,0.6871085061044684,0.9050192340688085
RCBTB1,0.1326905,0.13811308,-0.057784557,0.6871288940204963,0.90491904599948
LTN1,0.21742858,0.22581312,-0.054587364,0.6872690671023086,0.9049766157970329
SDCBP2-AS1,0.15231384,0.15116036,0.010967016,0.6873327856937925,0.9049335104377155
UTP18,0.07016665,0.07103649,-0.017774582,0.6874219954528497,0.9049239738092656
LCA5L,0.054638684,0.050893497,0.1024394,0.6875800348505745,0.9050050346475995
SEPTIN6,0.04275722,0.052829858,-0.30517912,0.6876692566676794,0.9049955065305328
KRBA1,0.21447973,0.22861119,-0.09205437,0.6879853918082592,0.90528456464868
WDR75,0.10745923,0.116475515,-0.11623621,0.6882811805062066,0.9055467726138312
AGK,0.2642118,0.27369532,-0.050875664,0.6883525849240593,0.9055137341219187
WWC3-AS1,0.06407514,0.066087075,-0.044602633,0.6887504603732071,0.9059101106436883
MYCBP2,0.48003864,0.49299148,-0.038412094,0.6887759681482077,0.9058166713157394
API5,0.1709453,0.16931157,0.013854027,0.6890999476684344,0.9061157265627542
H2AC6,0.17030054,0.16473596,0.04792738,0.6891050501643549,0.9059954569285282
ENSG00000272078,0.065252714,0.06403581,0.027158737,0.689181589300115,0.9059691285993665
LMBR1L,0.16038746,0.1798907,-0.16555834,0.6895719883629807,0.9063553369041027
OTUD5,0.13517788,0.13128862,0.04211712,0.6896510988996704,0.9063323448489575
GPR137,0.06250479,0.06554162,-0.06844354,0.689735317069671,0.9063160706929486
ERAL1,0.05012202,0.051316056,-0.03396511,0.6897787036875203,0.9062461557199714
CDK17,0.25369707,0.25633842,-0.014942765,0.6897812558732714,0.906122618678666
APOL2,0.05492825,0.054783013,0.0038194656,0.6899343934750157,0.9061969032034997
TMEM94,0.080115676,0.08783531,-0.13271499,0.689936945875973,0.9060734079239052
BARD1,0.083393656,0.08771577,-0.07289767,0.6899803372318833,0.9060035722756514
BICRA-AS1,0.05775947,0.05744188,0.007954121,0.6901156227065306,0.9060544041747369
ZNHIT6,0.22869292,0.22513893,0.02259612,0.690610903030116,0.9065777937915975
ARHGAP1,0.19553895,0.19135039,0.031239033,0.6910373587101943,0.9070107022130726
KIF3B,0.11957739,0.12506986,-0.06478882,0.6910807758673853,0.9069408083910768
LIN9,0.4481203,0.42471215,0.077400565,0.6911803837727337,0.9069446658119983
POLB,0.13918552,0.13844036,0.0077443123,0.6913745068431955,0.9070725245703901
SLC35G1,0.093882784,0.10108798,-0.10667801,0.6914715759875405,0.9070730321469666
ACSM3,0.13932684,0.14930607,-0.09979892,0.6916810582587928,0.9072209826064579
TOMM40,0.08989699,0.08917281,0.0116689205,0.6916912775099298,0.9071075713724016
TOM1L2,1.1499599,1.1460109,0.0049628317,0.692023433729739,0.9074163319709868
PLEKHB2,0.10998958,0.106196955,0.050623894,0.6921052043507447,0.9073967338203867
EXTL3,0.2994233,0.3041221,-0.022464037,0.6921154259307669,0.9072833486212736
SP2,0.0657973,0.06319019,0.05832672,0.6921486464531503,0.9072001398468087
N6AMT1,0.059017573,0.07445277,-0.33517623,0.6924604371330835,0.9074820255877343
SOCS4,0.06757973,0.062212132,0.11939287,0.6925064434499129,0.9074155659842295
ZNF189,0.39112464,0.39107308,0.00019013882,0.6925243351017101,0.907312290451647
HMGCL,0.108231686,0.11269657,-0.058320045,0.6926495814671956,0.9073496751361672
RER1,0.1005406,0.100779764,-0.003427744,0.6928438577588374,0.907477463841046
PSMD6,0.077083066,0.07754809,-0.008677006,0.6929461165542354,0.9074847104287879
TRMT10C,0.048562784,0.056899354,-0.22855711,0.6930381542536967,0.9074785712781832
ALG12,0.051644687,0.0519098,-0.0073871613,0.6933628789799182,0.9077770765545065
PIGL,0.31934506,0.32657483,-0.032297373,0.6934216934210655,0.907727407238236
LRP11,0.06990337,0.07602114,-0.12103701,0.6936288372458013,0.9078718960714436
DDX31,0.10270152,0.10581149,-0.04303837,0.6936723147831763,0.9078021561299706
RNF139,0.06813902,0.0708656,-0.05660343,0.6938308884640563,0.9078830398284207
TCEANC2,0.046723265,0.051009677,-0.12662745,0.6939613381551075,0.9079271056437344
CBX1,0.0922084,0.09744802,-0.07973385,0.694079006439156,0.9079544392654995
HMGCR,0.07180142,0.0712711,0.010694981,0.6942734310649588,0.9080821595220191
FAM98B,0.07304371,0.081557445,-0.15905452,0.6948875356002975,0.9087586923615822
UNC5C,0.044583227,0.05772724,-0.3727436,0.6953405660345573,0.9092244167994726
DTX3,0.05566493,0.05577475,-0.00284338,0.6957834636227802,0.9096767636160709
CSTB,0.0716017,0.07441326,-0.055565357,0.6958244304950558,0.9096035679120265
ZGRF1,0.059696812,0.066248044,-0.15022182,0.6958449142640848,0.9095036201763225
OPLAH,0.112244256,0.12174957,-0.117274046,0.695891003555737,0.9094371633040709
PRPSAP1,0.14618883,0.15427117,-0.07763505,0.6959934282252007,0.9094443375499768
METTL9,0.103528865,0.096742675,0.097807884,0.6960011102989772,0.9093277282864509
EDRF1,0.13075641,0.13812555,-0.079097986,0.6961291494534971,0.9093683765208451
PRIMPOL,0.21824658,0.23413718,-0.101394415,0.6962239040040539,0.9093655391014943
TBC1D7,0.09500482,0.10471665,-0.14041686,0.6964877051529301,0.9095834701760566
CDC42SE2,0.15455805,0.16395265,-0.08512974,0.6965210030535991,0.9095003549963628
PCYOX1,0.0583582,0.06620754,-0.18205714,0.6966490773520491,0.9095410024654779
LINC00938,0.12486325,0.114726506,0.12214923,0.6966823780863038,0.9094579200230559
MED29,0.064149596,0.06752585,-0.07399845,0.6966926245836771,0.9093447695943321
TNFAIP1,0.061547007,0.05180158,0.24868822,0.6967156794050993,0.909248366139747
ARHGAP15,0.05343929,0.0592628,-0.14922333,0.6968847566540473,0.9093425294754202
FLYWCH2,0.05134282,0.053657018,-0.0636034,0.6971768346370508,0.9095971440084565
TOMM7,0.12251017,0.12850055,-0.06887245,0.6972588295090125,0.9095776332666234
